Season,FlightDistance,FlightDuration,DepartureAirportCongestion,ArrivalAirportCongestion,DayOfWeek,TimeOfFlight,ScheduledDepartureTime,ActualDepartureTime,DepartureDelay,Temperature,Visibility,WindSpeed,WeatherEvent,Delayed
Summer,8713,249,8,5,Wednesday,Morning,03/11/2024 18:00,03/11/2024 18:00,105,13.13051516,9812,49.55282544,Clear,1
Summer,5069,476,41,38,Thursday,Afternoon,03/11/2024 19:00,03/11/2024 19:00,108,30.91502547,4790,5.097627479,Adverse,1
Winter,6853,100,48,10,Sunday,Evening,03/11/2024 20:00,03/11/2024 20:00,111,24.16631813,2645,20.23225142,Clear,1
Autumn,2853,366,19,40,Wednesday,Night,03/11/2024 21:00,03/11/2024 21:00,57,-0.821794289,5512,3.12237656,Clear,0
Autumn,7937,397,48,46,Saturday,Morning,03/11/2024 22:00,03/11/2024 22:00,77,31.04596068,5759,41.0539181,Clear,0
Winter,5299,373,39,24,Sunday,Morning,03/11/2024 23:00,03/11/2024 23:00,74,11.44421947,6874,4.617291947,Adverse,1
Winter,1186,134,46,35,Wednesday,Evening,04/11/2024 00:00,04/11/2024 00:00,41,-0.550717001,4688,33.70036782,Clear,1
Summer,8976,338,28,44,Monday,Evening,04/11/2024 01:00,04/11/2024 01:00,37,4.08986752,8689,2.8241712,Clear,0
Autumn,5311,235,46,48,Friday,Morning,04/11/2024 02:00,04/11/2024 02:00,67,3.376351512,2379,33.64275189,Adverse,1
Winter,9454,332,27,23,Sunday,Evening,04/11/2024 03:00,04/11/2024 03:00,52,15.96034873,5243,42.15184735,Clear,0
Summer,5846,348,4,17,Wednesday,Night,04/11/2024 04:00,04/11/2024 04:00,32,1.718504534,7507,19.94107635,Adverse,0
Autumn,5543,331,15,1,Monday,Morning,04/11/2024 05:00,04/11/2024 05:00,70,-3.82167563,8819,26.10632467,Adverse,1
Spring,2928,125,35,31,Thursday,Night,04/11/2024 06:00,04/11/2024 06:00,55,-3.815457469,9593,20.0770869,Adverse,0
Summer,5626,542,37,31,Wednesday,Night,04/11/2024 07:00,04/11/2024 07:00,104,19.16380986,3653,15.02443793,Adverse,0
Autumn,8720,307,1,42,Saturday,Evening,04/11/2024 08:00,04/11/2024 08:00,71,26.73796444,6611,40.16317003,Clear,1
Autumn,9598,215,3,42,Saturday,Night,04/11/2024 09:00,04/11/2024 09:00,100,6.076650442,7127,13.60012869,Adverse,0
Summer,8313,106,47,34,Saturday,Evening,04/11/2024 10:00,04/11/2024 10:00,50,-8.267464509,4923,36.14717122,Adverse,0
Spring,3856,513,24,9,Sunday,Afternoon,04/11/2024 11:00,04/11/2024 11:00,73,-3.638755653,9459,10.30985396,Clear,0
Summer,9207,260,27,22,Friday,Evening,04/11/2024 12:00,04/11/2024 12:00,42,35.73472802,6912,12.4926898,Clear,0
Autumn,7766,183,40,13,Wednesday,Night,04/11/2024 13:00,04/11/2024 13:00,14,14.67718298,6130,16.82305813,Clear,1
Winter,7040,60,36,25,Thursday,Afternoon,04/11/2024 14:00,04/11/2024 14:00,37,12.67864048,6439,29.45781887,Adverse,1
Winter,538,250,34,48,Wednesday,Evening,04/11/2024 15:00,04/11/2024 15:00,14,-8.097541084,8880,22.72111596,Clear,0
Summer,3842,575,29,18,Friday,Night,04/11/2024 16:00,04/11/2024 16:00,4,26.43185112,7449,37.25724049,Adverse,0
Autumn,9578,501,24,12,Monday,Morning,04/11/2024 17:00,04/11/2024 17:00,92,16.40340405,2725,10.67836502,Adverse,0
Winter,3344,202,24,40,Friday,Morning,04/11/2024 18:00,04/11/2024 18:00,82,0.104046804,8522,0.533614392,Clear,1
Autumn,1598,250,42,17,Saturday,Evening,04/11/2024 19:00,04/11/2024 19:00,53,-4.496311991,5784,38.82787359,Clear,0
Summer,7527,592,4,15,Sunday,Evening,04/11/2024 20:00,04/11/2024 20:00,50,9.169393182,2232,41.08246669,Clear,0
Winter,2323,286,3,42,Monday,Morning,04/11/2024 21:00,04/11/2024 21:00,9,31.85809821,9808,2.974008155,Clear,1
Autumn,3655,372,34,15,Sunday,Night,04/11/2024 22:00,04/11/2024 22:00,11,33.26472796,9338,30.54537611,Clear,1
Winter,3593,361,49,15,Saturday,Night,04/11/2024 23:00,04/11/2024 23:00,117,20.14231902,8446,18.91033919,Clear,0
Summer,6158,519,23,39,Tuesday,Night,05/11/2024 00:00,05/11/2024 00:00,3,26.37682136,5616,39.69478276,Adverse,0
Autumn,4278,460,23,13,Friday,Evening,05/11/2024 01:00,05/11/2024 01:00,94,-4.24221063,5725,43.72072771,Adverse,0
Winter,3396,452,45,17,Friday,Afternoon,05/11/2024 02:00,05/11/2024 02:00,17,19.40630327,4677,42.55018834,Clear,0
Summer,1488,266,5,32,Thursday,Afternoon,05/11/2024 03:00,05/11/2024 03:00,79,23.34828517,7287,38.86021237,Adverse,1
Winter,4616,269,31,9,Wednesday,Afternoon,05/11/2024 04:00,05/11/2024 04:00,103,0.035642146,9480,13.45261144,Adverse,1
Winter,6946,174,41,40,Monday,Afternoon,05/11/2024 05:00,05/11/2024 05:00,35,34.00773665,2409,40.59448218,Adverse,1
Spring,4679,310,6,20,Sunday,Afternoon,05/11/2024 06:00,05/11/2024 06:00,24,-0.250163124,9205,26.6739238,Adverse,0
Spring,2182,278,37,26,Monday,Evening,05/11/2024 07:00,05/11/2024 07:00,86,5.673867992,1256,2.637830742,Adverse,0
Summer,6126,466,10,27,Thursday,Evening,05/11/2024 08:00,05/11/2024 08:00,75,21.02784235,2721,22.84694249,Adverse,0
Spring,7924,502,40,21,Thursday,Afternoon,05/11/2024 09:00,05/11/2024 09:00,97,21.91750326,2423,47.10789585,Clear,0
Summer,1433,413,7,18,Sunday,Evening,05/11/2024 10:00,05/11/2024 10:00,35,24.96923705,5953,44.39296749,Clear,1
Spring,4098,201,39,13,Wednesday,Evening,05/11/2024 11:00,05/11/2024 11:00,100,-4.399414347,3990,5.11321405,Clear,0
Winter,2480,560,38,16,Sunday,Afternoon,05/11/2024 12:00,05/11/2024 12:00,66,32.4732215,2195,37.20633429,Adverse,0
Summer,3556,566,21,9,Sunday,Night,05/11/2024 13:00,05/11/2024 13:00,8,16.64235661,5559,40.2896433,Clear,0
Summer,9484,340,20,12,Saturday,Evening,05/11/2024 14:00,05/11/2024 14:00,60,13.56608971,5365,13.56940941,Clear,0
Winter,1291,483,3,44,Wednesday,Night,05/11/2024 15:00,05/11/2024 15:00,52,39.05488123,2244,23.58042854,Clear,0
Summer,5890,329,22,38,Friday,Evening,05/11/2024 16:00,05/11/2024 16:00,17,27.01891485,7766,35.54939707,Adverse,1
Summer,7135,213,47,19,Saturday,Evening,05/11/2024 17:00,05/11/2024 17:00,42,-4.099698669,6302,21.95207444,Clear,0
Spring,2755,142,4,7,Tuesday,Afternoon,05/11/2024 18:00,05/11/2024 18:00,34,27.82695836,2306,5.639845943,Adverse,1
Summer,4110,485,28,35,Wednesday,Evening,05/11/2024 19:00,05/11/2024 19:00,62,-5.237553301,3402,35.29412223,Clear,0
Autumn,2107,334,12,48,Thursday,Morning,05/11/2024 20:00,05/11/2024 20:00,118,-8.626471874,1496,45.58193449,Clear,0
Winter,5679,343,38,18,Saturday,Morning,05/11/2024 21:00,05/11/2024 21:00,97,10.18129476,4399,32.62423642,Clear,1
Spring,7073,232,36,16,Wednesday,Afternoon,05/11/2024 22:00,05/11/2024 22:00,104,39.67890864,1909,38.69003743,Adverse,0
Spring,1484,386,47,39,Monday,Night,05/11/2024 23:00,05/11/2024 23:00,77,-1.25580319,1372,17.91812678,Adverse,1
Autumn,6276,122,41,4,Sunday,Night,06/11/2024 00:00,06/11/2024 00:00,3,23.63221718,7236,9.159912256,Adverse,0
Winter,4176,132,5,25,Tuesday,Night,06/11/2024 01:00,06/11/2024 01:00,92,-1.33019669,2344,32.13868308,Adverse,1
Winter,3880,434,13,32,Friday,Morning,06/11/2024 02:00,06/11/2024 02:00,40,26.23934875,9515,16.38856029,Adverse,1
Spring,9211,567,23,40,Sunday,Night,06/11/2024 03:00,06/11/2024 03:00,44,15.26768341,3431,43.00367595,Clear,1
Summer,9282,457,30,13,Monday,Night,06/11/2024 04:00,06/11/2024 04:00,49,23.9985855,5670,6.131402499,Clear,1
Spring,1550,179,37,45,Monday,Afternoon,06/11/2024 05:00,06/11/2024 05:00,78,0.143658796,3784,21.67318499,Adverse,1
Winter,4133,496,25,17,Tuesday,Night,06/11/2024 06:00,06/11/2024 06:00,27,27.28141663,2695,19.83638002,Adverse,0
Autumn,6842,524,48,49,Friday,Morning,06/11/2024 07:00,06/11/2024 07:00,41,39.78095298,2907,46.90269268,Clear,1
Spring,1459,345,27,37,Thursday,Morning,06/11/2024 08:00,06/11/2024 08:00,79,23.28252503,5814,7.65674003,Adverse,1
Winter,6559,324,14,6,Saturday,Morning,06/11/2024 09:00,06/11/2024 09:00,75,14.6739999,1780,0.492341251,Clear,0
Spring,9384,379,48,19,Friday,Afternoon,06/11/2024 10:00,06/11/2024 10:00,115,36.15869943,2019,11.90426064,Adverse,0
Summer,6155,435,47,13,Wednesday,Afternoon,06/11/2024 11:00,06/11/2024 11:00,68,-9.207407888,2403,41.01384299,Clear,1
Spring,4973,148,36,26,Monday,Evening,06/11/2024 12:00,06/11/2024 12:00,97,26.49617596,2426,10.4660908,Adverse,0
Spring,3446,262,39,14,Wednesday,Night,06/11/2024 13:00,06/11/2024 13:00,105,34.43732584,9855,12.04390319,Adverse,0
Winter,8225,393,16,31,Thursday,Afternoon,06/11/2024 14:00,06/11/2024 14:00,0,-6.916270819,6868,6.494940227,Clear,1
Winter,1026,281,22,4,Wednesday,Morning,06/11/2024 15:00,06/11/2024 15:00,38,12.50320852,1010,35.77181016,Clear,1
Winter,3724,100,21,39,Friday,Morning,06/11/2024 16:00,06/11/2024 16:00,95,0.235972697,7330,3.458709525,Adverse,1
Spring,2375,127,21,8,Wednesday,Afternoon,06/11/2024 17:00,06/11/2024 17:00,89,18.32590828,3825,16.56041512,Adverse,1
Summer,2263,573,8,25,Thursday,Afternoon,06/11/2024 18:00,06/11/2024 18:00,16,22.47714793,8464,14.12493633,Clear,0
Autumn,9212,186,49,13,Thursday,Afternoon,06/11/2024 19:00,06/11/2024 19:00,111,5.131159146,4003,27.75798649,Adverse,1
Autumn,6297,314,16,32,Thursday,Evening,06/11/2024 20:00,06/11/2024 20:00,90,12.99908348,8195,36.52081325,Clear,0
Winter,9708,75,31,38,Friday,Morning,06/11/2024 21:00,06/11/2024 21:00,87,3.966974264,7720,26.64382173,Clear,1
Winter,7599,536,42,38,Thursday,Evening,06/11/2024 22:00,06/11/2024 22:00,34,8.469558223,4088,46.55129965,Adverse,0
Spring,5609,121,10,28,Monday,Evening,06/11/2024 23:00,06/11/2024 23:00,45,-2.023002166,2789,47.57213194,Clear,1
Autumn,7144,491,32,30,Sunday,Night,07/11/2024 00:00,07/11/2024 00:00,41,34.27797218,4036,18.07326642,Clear,0
Winter,616,327,34,3,Thursday,Morning,07/11/2024 01:00,07/11/2024 01:00,117,-9.499479472,8377,38.88401881,Adverse,1
Summer,2933,94,9,28,Wednesday,Morning,07/11/2024 02:00,07/11/2024 02:00,38,34.12045932,8598,36.94006916,Clear,0
Summer,5963,553,17,3,Saturday,Afternoon,07/11/2024 03:00,07/11/2024 03:00,89,18.58394392,5838,44.64822959,Clear,0
Winter,1083,528,11,45,Wednesday,Afternoon,07/11/2024 04:00,07/11/2024 04:00,48,6.582892209,6872,22.39718201,Clear,0
Winter,9086,384,32,34,Saturday,Night,07/11/2024 05:00,07/11/2024 05:00,61,26.15285627,4653,26.52365936,Clear,0
Autumn,4288,363,10,16,Wednesday,Evening,07/11/2024 06:00,07/11/2024 06:00,37,15.38760759,5299,20.78871568,Adverse,1
Autumn,4667,335,22,22,Friday,Afternoon,07/11/2024 07:00,07/11/2024 07:00,22,14.95543291,1973,42.51884596,Clear,0
Spring,8965,260,17,32,Wednesday,Afternoon,07/11/2024 08:00,07/11/2024 08:00,21,-4.492885854,8083,11.48511577,Adverse,1
Autumn,1889,504,4,38,Friday,Morning,07/11/2024 09:00,07/11/2024 09:00,3,9.475801297,6494,11.98545391,Clear,1
Summer,8857,383,48,8,Friday,Morning,07/11/2024 10:00,07/11/2024 10:00,48,2.053217293,4406,18.63025518,Adverse,0
Summer,6654,94,47,8,Thursday,Afternoon,07/11/2024 11:00,07/11/2024 11:00,58,-9.21520472,6150,11.51714161,Clear,0
Winter,5920,541,25,6,Monday,Morning,07/11/2024 12:00,07/11/2024 12:00,72,8.004981539,4129,28.05034182,Adverse,1
Autumn,9420,539,21,14,Saturday,Night,07/11/2024 13:00,07/11/2024 13:00,67,-5.508893529,1104,6.724505325,Clear,1
Spring,2543,124,37,32,Thursday,Afternoon,07/11/2024 14:00,07/11/2024 14:00,70,2.841501886,8433,16.00931097,Clear,0
Summer,4697,67,38,35,Thursday,Morning,07/11/2024 15:00,07/11/2024 15:00,86,-5.374168941,8689,45.67223492,Clear,1
Summer,3996,360,49,10,Sunday,Night,07/11/2024 16:00,07/11/2024 16:00,1,-4.952918722,4567,20.46127401,Clear,0
Spring,1278,402,1,3,Friday,Morning,07/11/2024 17:00,07/11/2024 17:00,48,-0.049435279,5348,37.41168582,Adverse,0
Spring,713,490,25,12,Friday,Morning,07/11/2024 18:00,07/11/2024 18:00,87,39.99246222,5390,5.673109585,Adverse,0
Summer,4262,483,36,49,Saturday,Morning,07/11/2024 19:00,07/11/2024 19:00,103,-9.890792857,7811,12.37822541,Clear,1
Summer,7231,391,17,31,Wednesday,Afternoon,07/11/2024 20:00,07/11/2024 20:00,118,21.93363181,2181,40.36728106,Adverse,1
Spring,3617,497,41,29,Wednesday,Evening,07/11/2024 21:00,07/11/2024 21:00,94,-2.937815099,5644,38.14964681,Clear,1
Summer,6291,233,24,5,Thursday,Morning,07/11/2024 22:00,07/11/2024 22:00,110,36.03140684,6873,19.30779593,Clear,0
Winter,9283,586,2,25,Tuesday,Night,07/11/2024 23:00,07/11/2024 23:00,30,-5.318355333,5394,47.7198451,Adverse,0
Winter,3220,85,40,41,Tuesday,Afternoon,08/11/2024 00:00,08/11/2024 00:00,110,37.75315936,4534,45.53215079,Adverse,0
Spring,9405,465,15,31,Wednesday,Afternoon,08/11/2024 01:00,08/11/2024 01:00,39,20.54631937,6844,48.11503746,Adverse,1
Autumn,9627,291,32,21,Tuesday,Night,08/11/2024 02:00,08/11/2024 02:00,47,-9.936596154,6939,21.39573451,Clear,0
Spring,6547,592,39,20,Sunday,Morning,08/11/2024 03:00,08/11/2024 03:00,50,34.7003599,7475,9.873679184,Clear,0
Spring,8532,564,6,39,Wednesday,Evening,08/11/2024 04:00,08/11/2024 04:00,42,16.08559007,2774,31.33293195,Adverse,0
Autumn,501,238,1,22,Friday,Morning,08/11/2024 05:00,08/11/2024 05:00,97,3.133486767,9283,34.23865791,Clear,1
Autumn,6868,191,47,4,Thursday,Night,08/11/2024 06:00,08/11/2024 06:00,54,28.36395888,1446,6.272089223,Adverse,0
Autumn,2449,514,23,13,Monday,Afternoon,08/11/2024 07:00,08/11/2024 07:00,87,36.33327769,1108,39.32415171,Adverse,0
Winter,7232,407,39,45,Thursday,Evening,08/11/2024 08:00,08/11/2024 08:00,48,14.18454116,4239,0.903010988,Adverse,0
Summer,8333,599,17,42,Wednesday,Afternoon,08/11/2024 09:00,08/11/2024 09:00,89,5.777673722,6931,24.13641937,Adverse,1
Winter,1417,465,34,49,Sunday,Night,08/11/2024 10:00,08/11/2024 10:00,79,29.4472562,5053,16.55081297,Adverse,1
Summer,3674,135,41,20,Wednesday,Morning,08/11/2024 11:00,08/11/2024 11:00,56,24.08927489,5537,37.01515299,Adverse,1
Winter,7514,551,29,13,Thursday,Evening,08/11/2024 12:00,08/11/2024 12:00,110,34.43762419,7361,15.63803637,Clear,0
Summer,589,253,9,17,Sunday,Afternoon,08/11/2024 13:00,08/11/2024 13:00,76,24.62570064,2245,41.34035564,Clear,0
Winter,2209,221,13,36,Sunday,Afternoon,08/11/2024 14:00,08/11/2024 14:00,14,2.176416945,3720,29.74767444,Adverse,1
Autumn,3541,406,6,33,Sunday,Afternoon,08/11/2024 15:00,08/11/2024 15:00,26,36.58296249,9469,39.69466809,Adverse,0
Spring,605,420,6,1,Saturday,Morning,08/11/2024 16:00,08/11/2024 16:00,67,-4.75821264,8741,49.46703189,Adverse,0
Winter,9578,146,20,15,Wednesday,Evening,08/11/2024 17:00,08/11/2024 17:00,79,3.397137505,6105,33.95791729,Clear,0
Summer,9119,321,3,13,Tuesday,Morning,08/11/2024 18:00,08/11/2024 18:00,63,16.00973039,3922,49.24751582,Adverse,1
Autumn,2395,273,17,17,Tuesday,Morning,08/11/2024 19:00,08/11/2024 19:00,93,18.2871013,3513,1.441816346,Adverse,0
Winter,6590,321,49,24,Wednesday,Morning,08/11/2024 20:00,08/11/2024 20:00,107,-9.234470669,3801,16.90699942,Adverse,1
Winter,9008,342,12,8,Wednesday,Night,08/11/2024 21:00,08/11/2024 21:00,29,29.02863629,7981,5.392663228,Clear,1
Autumn,6582,526,48,27,Saturday,Night,08/11/2024 22:00,08/11/2024 22:00,35,8.080365921,9221,13.11524657,Adverse,0
Winter,1134,439,47,45,Tuesday,Night,08/11/2024 23:00,08/11/2024 23:00,66,10.32092705,7502,41.94439496,Clear,0
Spring,2425,421,45,23,Wednesday,Evening,09/11/2024 00:00,09/11/2024 00:00,85,30.46847722,7038,1.616163266,Clear,1
Winter,2556,508,1,46,Wednesday,Morning,09/11/2024 01:00,09/11/2024 01:00,112,8.964169586,7229,26.00914679,Adverse,1
Spring,7417,500,17,8,Saturday,Morning,09/11/2024 02:00,09/11/2024 02:00,85,-7.638756175,1364,28.35643538,Clear,1
Spring,3644,152,3,8,Saturday,Night,09/11/2024 03:00,09/11/2024 03:00,113,-1.178011476,2800,28.05755733,Clear,1
Autumn,1052,483,26,26,Thursday,Morning,09/11/2024 04:00,09/11/2024 04:00,113,37.79515862,6958,23.76485369,Clear,0
Winter,9407,201,15,47,Saturday,Morning,09/11/2024 05:00,09/11/2024 05:00,118,-6.47973188,8436,39.53014824,Adverse,1
Autumn,5883,350,36,13,Monday,Afternoon,09/11/2024 06:00,09/11/2024 06:00,48,7.746560048,5793,6.677154475,Clear,0
Winter,4411,491,32,39,Tuesday,Morning,09/11/2024 07:00,09/11/2024 07:00,75,15.15895835,9160,15.52885078,Adverse,1
Winter,3889,108,32,37,Thursday,Afternoon,09/11/2024 08:00,09/11/2024 08:00,54,14.66404137,1179,30.78630267,Adverse,1
Summer,9799,361,4,49,Monday,Morning,09/11/2024 09:00,09/11/2024 09:00,84,-9.802002849,4873,34.54756831,Adverse,1
Winter,8942,249,18,28,Wednesday,Evening,09/11/2024 10:00,09/11/2024 10:00,55,15.05813657,4960,20.20742159,Clear,1
Autumn,2930,195,49,25,Wednesday,Night,09/11/2024 11:00,09/11/2024 11:00,67,9.188622899,2186,43.76856317,Adverse,1
Spring,958,463,19,16,Thursday,Afternoon,09/11/2024 12:00,09/11/2024 12:00,94,38.60396677,1773,20.77466983,Clear,0
Winter,707,400,43,2,Saturday,Night,09/11/2024 13:00,09/11/2024 13:00,43,-2.0420458,5460,20.13880672,Clear,1
Summer,1399,377,35,18,Sunday,Afternoon,09/11/2024 14:00,09/11/2024 14:00,30,7.707709838,1352,1.810363074,Clear,0
Autumn,521,422,40,17,Sunday,Afternoon,09/11/2024 15:00,09/11/2024 15:00,57,10.97407425,7943,27.55706681,Clear,1
Winter,9101,441,14,30,Wednesday,Afternoon,09/11/2024 16:00,09/11/2024 16:00,86,9.534676855,6202,35.43404193,Adverse,0
Autumn,1394,292,33,39,Sunday,Evening,09/11/2024 17:00,09/11/2024 17:00,117,23.29154138,6344,5.721908176,Adverse,0
Summer,1014,403,14,13,Friday,Morning,09/11/2024 18:00,09/11/2024 18:00,52,0.775642877,5507,15.2716383,Clear,1
Summer,7794,588,34,32,Thursday,Afternoon,09/11/2024 19:00,09/11/2024 19:00,83,1.053577641,5830,39.06284769,Adverse,1
Autumn,5404,242,4,29,Monday,Evening,09/11/2024 20:00,09/11/2024 20:00,78,26.46054743,1117,18.29597177,Adverse,0
Winter,8367,100,24,46,Thursday,Afternoon,09/11/2024 21:00,09/11/2024 21:00,22,15.01452593,1481,12.0801231,Adverse,1
Spring,4609,456,29,30,Tuesday,Morning,09/11/2024 22:00,09/11/2024 22:00,27,10.7577838,5287,33.61003318,Clear,1
Summer,7679,553,19,18,Saturday,Afternoon,09/11/2024 23:00,09/11/2024 23:00,15,-1.539847416,7802,9.837938884,Adverse,1
Winter,2060,392,6,13,Saturday,Evening,10/11/2024 00:00,10/11/2024 00:00,36,-0.623638854,9298,44.78264598,Clear,0
Winter,1766,186,33,43,Thursday,Morning,10/11/2024 01:00,10/11/2024 01:00,20,-9.472418159,5477,5.279919801,Adverse,1
Spring,4138,60,49,21,Wednesday,Evening,10/11/2024 02:00,10/11/2024 02:00,78,-5.428686557,7533,35.32749011,Clear,1
Summer,9441,227,40,30,Wednesday,Morning,10/11/2024 03:00,10/11/2024 03:00,16,17.84193473,1243,24.97743506,Clear,0
Summer,3927,78,19,21,Friday,Morning,10/11/2024 04:00,10/11/2024 04:00,113,34.5936565,8012,43.49647812,Clear,1
Winter,5280,391,1,48,Friday,Night,10/11/2024 05:00,10/11/2024 05:00,36,4.358238257,1865,6.309754551,Adverse,1
Winter,2427,515,5,17,Saturday,Night,10/11/2024 06:00,10/11/2024 06:00,76,6.387361295,6329,33.89474592,Clear,1
Spring,2856,168,27,40,Friday,Night,10/11/2024 07:00,10/11/2024 07:00,18,-4.219719469,1603,28.60273196,Adverse,0
Spring,5290,327,16,19,Monday,Morning,10/11/2024 08:00,10/11/2024 08:00,29,9.43154728,6756,24.00450711,Clear,0
Summer,806,504,6,15,Friday,Afternoon,10/11/2024 09:00,10/11/2024 09:00,44,-8.138914772,5018,24.57036317,Adverse,1
Autumn,8479,299,40,9,Monday,Evening,10/11/2024 10:00,10/11/2024 10:00,17,35.88003481,6192,36.09884809,Clear,0
Summer,4165,360,13,10,Friday,Evening,10/11/2024 11:00,10/11/2024 11:00,77,23.65556741,3015,46.88708275,Adverse,1
Winter,7557,162,48,44,Saturday,Evening,10/11/2024 12:00,10/11/2024 12:00,61,39.53744047,4380,4.562582956,Clear,0
Summer,1161,309,35,31,Saturday,Night,10/11/2024 13:00,10/11/2024 13:00,35,34.14115813,4770,0.975132381,Clear,0
Autumn,5144,512,19,23,Monday,Morning,10/11/2024 14:00,10/11/2024 14:00,99,13.64952968,6829,40.28523962,Clear,0
Spring,9003,579,12,30,Thursday,Night,10/11/2024 15:00,10/11/2024 15:00,83,15.98425156,2613,5.408469378,Adverse,1
Autumn,3420,212,16,33,Saturday,Afternoon,10/11/2024 16:00,10/11/2024 16:00,51,-0.471197674,2879,49.3348398,Clear,0
Autumn,9774,233,43,9,Thursday,Morning,10/11/2024 17:00,10/11/2024 17:00,18,13.10196714,6372,30.96741245,Clear,1
Autumn,9446,402,10,47,Wednesday,Evening,10/11/2024 18:00,10/11/2024 18:00,108,35.15139367,5108,32.54331976,Clear,1
Spring,6736,490,25,1,Monday,Night,10/11/2024 19:00,10/11/2024 19:00,43,-7.457328818,9978,9.944585147,Clear,1
Autumn,6578,383,20,44,Sunday,Night,10/11/2024 20:00,10/11/2024 20:00,6,33.17784015,1148,12.01561551,Adverse,1
Autumn,852,479,31,35,Saturday,Afternoon,10/11/2024 21:00,10/11/2024 21:00,43,7.047390082,2754,32.96751515,Clear,0
Autumn,9594,544,4,11,Tuesday,Afternoon,10/11/2024 22:00,10/11/2024 22:00,116,34.97563825,8378,45.4863419,Clear,0
Winter,7505,471,44,34,Wednesday,Night,10/11/2024 23:00,10/11/2024 23:00,67,37.04399532,7681,49.11952773,Adverse,0
Autumn,658,143,23,16,Thursday,Afternoon,11/11/2024 00:00,11/11/2024 00:00,33,23.54324435,4756,9.901547332,Adverse,1
Spring,1456,172,2,9,Saturday,Evening,11/11/2024 01:00,11/11/2024 01:00,65,23.22118933,6392,6.705981135,Adverse,1
Autumn,2571,391,22,32,Monday,Afternoon,11/11/2024 02:00,11/11/2024 02:00,68,12.63771689,4052,2.820067888,Clear,0
Autumn,9095,437,37,15,Sunday,Afternoon,11/11/2024 03:00,11/11/2024 03:00,54,31.77701123,6692,43.41485091,Adverse,0
Spring,3953,100,8,12,Friday,Night,11/11/2024 04:00,11/11/2024 04:00,9,38.08063792,5218,14.73574234,Adverse,1
Autumn,7175,164,7,33,Sunday,Night,11/11/2024 05:00,11/11/2024 05:00,95,28.75409002,5803,0.090601693,Adverse,0
Spring,1455,261,14,45,Tuesday,Morning,11/11/2024 06:00,11/11/2024 06:00,41,21.09683669,3377,11.1909043,Clear,1
Autumn,6795,509,3,14,Thursday,Morning,11/11/2024 07:00,11/11/2024 07:00,40,20.33964479,6086,17.022054,Clear,0
Spring,2212,325,16,8,Wednesday,Night,11/11/2024 08:00,11/11/2024 08:00,76,32.47349508,4182,49.54930847,Clear,1
Autumn,5203,269,19,8,Sunday,Afternoon,11/11/2024 09:00,11/11/2024 09:00,102,17.06018829,4160,26.17707969,Adverse,0
Autumn,7063,177,18,27,Monday,Afternoon,11/11/2024 10:00,11/11/2024 10:00,68,30.19299431,7576,10.23569738,Clear,0
Winter,9965,436,16,12,Tuesday,Morning,11/11/2024 11:00,11/11/2024 11:00,9,15.44426276,9903,16.74091724,Adverse,0
Winter,6131,599,8,1,Monday,Morning,11/11/2024 12:00,11/11/2024 12:00,9,-6.877786251,3586,16.51538438,Adverse,0
Autumn,1894,143,33,43,Saturday,Morning,11/11/2024 13:00,11/11/2024 13:00,101,9.197350445,3648,0.986287323,Adverse,0
Autumn,9961,513,49,40,Friday,Evening,11/11/2024 14:00,11/11/2024 14:00,90,12.22204788,8313,6.759152709,Clear,0
Summer,5232,573,12,42,Wednesday,Evening,11/11/2024 15:00,11/11/2024 15:00,59,-2.919137751,2717,34.75982299,Adverse,1
